seed,run_id,alpha,threshold,auc,ap,precision,recall,f1,test_benign_fpr,tp,fp,tn,fn,recall_family_Bot,recall_family_DDoS,recall_family_PortScan
0,pilot_tcn_wgan_gp_seed0,0.45,0.09083102643489838,0.8838844028324514,0.6968191572523678,0.8339227970897333,0.8891822001939447,0.8606664233196015,0.1297414643773436,16505,3287,22048,2057,0.006756756756756757,0.8001724775163238,0.9720306885500631
0,pilot_tcn_wgan_gp_seed0,0.5,0.08314882218837738,0.8818865740186979,0.693401988800794,0.8310831234256927,0.8887512121538628,0.8589503280224929,0.13234655614762186,16497,3353,21982,2065,0.006756756756756757,0.7998028828384871,0.9715451102262795
0,pilot_tcn_wgan_gp_seed0,0.55,0.07543155550956726,0.879467742954463,0.6892164014236319,0.8286173795044479,0.8882124771037604,0.8573805871187499,0.134596408131044,16487,3410,21925,2075,0.006756756756756757,0.7990636934828138,0.9711566475672526
0,pilot_tcn_wgan_gp_seed0,0.6,0.0677141323685646,0.8769789996675728,0.6848667487088462,0.8256227758007118,0.8874043745286069,0.8553994755017786,0.13731991316360767,16472,3479,21856,2090,0.013513513513513514,0.7977085129974129,0.970671069243469
0,pilot_tcn_wgan_gp_seed0,0.65,0.059976235032081604,0.8741818898391762,0.6801893354576499,0.8225242330368742,0.8868656394785045,0.8534840315221899,0.14020130254588514,16462,3552,21783,2100,0.02027027027027027,0.7969693236417396,0.9701854909196853
0,pilot_tcn_wgan_gp_seed0,0.7,0.05210181325674057,0.8705351500750838,0.6742403288878802,0.8179873650698901,0.8858959163883202,0.8505883874304927,0.14442470890073023,16444,3659,21676,2118,0.02027027027027027,0.7956141431563385,0.9695056812663883
0,pilot_tcn_wgan_gp_seed0,0.75,0.044265180826187134,0.865587640008117,0.6662674351469814,0.81377260341838,0.8849261932981359,0.8478591890985109,0.14837181764357607,16426,3759,21576,2136,0.0472972972972973,0.794135764444992,0.9685345246188211
0,pilot_tcn_wgan_gp_seed0,0.8,0.036243703216314316,0.8591003194836003,0.6562460495538812,0.8072478733343168,0.8844413317530438,0.8440833954600376,0.15472666271955793,16417,3920,21415,2145,0.08108108108108109,0.7935197733152642,0.9676604836360105
0,pilot_tcn_wgan_gp_seed0,0.85,0.028171438723802567,0.8495896842030188,0.6424950938879829,0.7970549642805074,0.88357935567288,0.8380898847696671,0.16483126110124333,16401,4176,21159,2161,0.14189189189189189,0.7949981520266108,0.9640672040400117
0,pilot_tcn_wgan_gp_seed0,0.9,0.01969972997903824,0.8315208232101222,0.6183066365694598,0.7797388095012776,0.8877814890636785,0.8302599758162031,0.18373791197947503,16479,4655,20680,2083,0.22297297297297297,0.8119995072070962,0.9570748761775274
0,pilot_tcn_wgan_gp_seed0,0.95,0.010701119899749756,0.7867229273197616,0.5673086634038386,0.7480690792328387,0.928779226376468,0.8286867910017304,0.22916913360963095,17240,5806,19529,1322,0.5,0.9379080941234447,0.9277459454209964
0,pilot_tcn_wgan_gp_seed0,1.0,0.0022464669309556484,0.30498077724869677,0.30954221374579227,0.16531536274613035,0.08458140286607047,0.11190705299547382,0.3128873100453918,1570,7927,17408,16992,0.831081081081081,0.17321670567943823,0.003981742255025736
1,formal_tcn_wgan_gp_seed1,0.0,0.1928679645061493,0.8940398360280611,0.735135627905675,0.8419076825463967,0.8578278202779873,0.8497931954636425,0.11801855141109138,15923,2990,22345,2639,0.0,0.7542195392386349,0.9518306302806643
1,formal_tcn_wgan_gp_seed1,0.05,0.1833435595035553,0.893973276147251,0.734920229623583,0.8417019027484144,0.8579355672880078,0.849741209113708,0.11821590684823367,15925,2995,22340,2637,0.0,0.754465935690526,0.9518306302806643
1,formal_tcn_wgan_gp_seed1,0.1,0.17393681406974792,0.8938954014481989,0.734672213512661,0.8415124272871497,0.8572890852278849,0.8493274978650727,0.11829484902309059,15913,2997,22338,2649,0.0,0.753110755205125,0.9517335146159075
1,formal_tcn_wgan_gp_seed1,0.15,0.16458752751350403,0.8938013487493001,0.7343662293752428,0.8412841125449545,0.8569658441978235,0.8490525753936482,0.11845273337280442,15907,3001,22334,2655,0.0,0.7524947640753973,0.9516363989511508
1,formal_tcn_wgan_gp_seed1,0.2,0.15527772903442383,0.8936887066609873,0.7340090698561338,0.8416009317592249,0.8564271091477211,0.8489492937438251,0.11809749358594829,15897,2992,22343,2665,0.0,0.7518787729456696,0.9511508206273672
1,formal_tcn_wgan_gp_seed1,0.24,0.14783844351768494,0.8935877961742985,0.7336810271829624,0.8413833280372842,0.8558883740976188,0.8485738703130007,0.11821590684823367,15887,2995,22340,2675,0.0,0.7510163853640508,0.950859473633097
1,formal_tcn_wgan_gp_seed1,0.25,0.14605319499969482,0.8935674822373195,0.7336139441500003,0.8413942893468241,0.8556728800775778,0.8484735169208579,0.1181764357608052,15883,2994,22341,2679,0.0,0.7506467906862141,0.9507623579683403
1,formal_tcn_wgan_gp_seed1,0.3,0.13654440641403198,0.8934433871117862,0.7332223294186181,0.8412101303380312,0.8553496390475165,0.8482209637781815,0.11829484902309059,15877,2997,22338,2685,0.0,0.7502771960083775,0.9504710109740702
