seed,run_id,calibration_fraction,repeat_id,sample_size,target_fpr,threshold,calibration_empirical_fpr,test_benign_fpr,abs_test_fpr_minus_target_fpr,precision,recall,f1,tp,fp,tn,fn
0,pilot_tcn_wgan_gp_seed0,0.05,15,830,0.01,0.1845284402370453,0.010843373493975903,0.0937438326425893,0.0837438326425893,0.7809444751890795,0.45614696692166795,0.5759080397224867,8467,2375,22960,10095
0,pilot_tcn_wgan_gp_seed0,0.05,16,830,0.01,0.1872738003730774,0.010843373493975903,0.09315176633116243,0.08315176633116243,0.754192271638371,0.3900980497791186,0.5142207861378405,7241,2360,22975,11321
0,pilot_tcn_wgan_gp_seed0,0.05,17,830,0.01,0.1826343834400177,0.010843373493975903,0.0944148411288731,0.08441484112887311,0.7945370211303899,0.4983299213446827,0.6125016554098794,9250,2392,22943,9312
0,pilot_tcn_wgan_gp_seed0,0.05,18,830,0.01,0.1838841587305069,0.010843373493975903,0.09390171699230314,0.08390171699230314,0.7860419102437269,0.47085443378946235,0.5889289444425727,8740,2379,22956,9822
0,pilot_tcn_wgan_gp_seed0,0.05,19,830,0.01,0.18548177182674408,0.010843373493975903,0.09370436155516085,0.08370436155516085,0.771774658719477,0.43249649822217434,0.5543433227454772,8028,2374,22961,10534
0,pilot_tcn_wgan_gp_seed0,0.1,0,1659,0.01,0.2114311009645462,0.010247136829415311,0.08640221038089599,0.076402210380896,0.4435688866293849,0.09400926624286177,0.15513869132290187,1745,2189,23146,16817
0,pilot_tcn_wgan_gp_seed0,0.1,1,1659,0.01,0.1871984750032425,0.010247136829415311,0.09319123741859088,0.08319123741859089,0.7551845707175446,0.39236073698954854,0.5164149471743601,7283,2361,22974,11279
0,pilot_tcn_wgan_gp_seed0,0.1,2,1659,0.01,0.18485787510871887,0.010247136829415311,0.0937438326425893,0.0837438326425893,0.7775384038965905,0.44720396508996874,0.567822696490868,8301,2375,22960,10261
0,pilot_tcn_wgan_gp_seed0,0.1,3,1659,0.01,0.18766410648822784,0.010247136829415311,0.09307282415630551,0.08307282415630551,0.7498143236074271,0.3807240599073376,0.5050201879444027,7067,2358,22977,11495
0,pilot_tcn_wgan_gp_seed0,0.1,4,1659,0.01,0.185441255569458,0.010247136829415311,0.09370436155516085,0.08370436155516085,0.7720157495438394,0.4330891067772869,0.5548921484037963,8039,2374,22961,10523
0,pilot_tcn_wgan_gp_seed0,0.1,5,1659,0.01,0.18650561571121216,0.010247136829415311,0.09330965068087625,0.08330965068087626,0.7620293940004027,0.40782243292748627,0.5313026389668725,7570,2364,22971,10992
0,pilot_tcn_wgan_gp_seed0,0.1,6,1659,0.01,0.1856781244277954,0.010247136829415311,0.09370436155516085,0.08370436155516085,0.7700058128269716,0.4281866178213555,0.5503392881872318,7948,2374,22961,10614
0,pilot_tcn_wgan_gp_seed0,0.1,7,1659,0.01,0.1844351887702942,0.010247136829415311,0.0937438326425893,0.0837438326425893,0.78186994856723,0.4586251481521388,0.578132427843803,8513,2375,22960,10049
0,pilot_tcn_wgan_gp_seed0,0.1,8,1659,0.01,0.18453513085842133,0.010247136829415311,0.0937438326425893,0.0837438326425893,0.7808434068469133,0.45587759939661676,0.5756658389741147,8462,2375,22960,10100
0,pilot_tcn_wgan_gp_seed0,0.1,9,1659,0.01,0.18353551626205444,0.010247136829415311,0.09402013025458851,0.08402013025458852,0.7885861365048371,0.47866609201594656,0.5957289885681719,8885,2382,22953,9677
